player_name,position,position_group,from_team,to_team,move_type,2024_grade,projected_2025_grade,grade_change,snap_percentage_2024,snap_tier,impact_score,impact_tier,importance_to_old_team,importance_to_new_team,contract_years,contract_value,aav,contract_tier,move_date,move_year
Kendall Fuller,CB1,Defense - Secondary,Mia,RELEASED,Cap Casualty,7.0,0.0,-7.0,80.0,Workhorse,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Raheem Mostert,RB,Offense - Skill,Mia,RELEASED,Cap Casualty,6.5,0.0,-6.5,45.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Durham Smythe,TE,Offense - Skill,Mia,RELEASED,Cap Casualty,6.0,0.0,-6.0,50.0,Rotational,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Terron Armstead,LT,Offense - Line,Mia,RETIRED,Retirement,7.8,0.0,-7.8,75.0,Starter,0.0,Negative,9.0,0.0,0,0,0.0,,2025-06-02,2025
Kenneth Grant,DT,Defense - Front,DRAFT,Mia,2025 Draft Pick #13,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.5,4,26500000,6625000.0,Starter,2025-06-02,2025
Jonah Savaiinaea,G,Offense - Line,DRAFT,Mia,2025 Draft Pick #37 (via trade),0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.0,4,12000000,3000000.0,Role Player,2025-06-02,2025
Keion White,CB2,Defense - Secondary,DRAFT,NE,2025 Draft Pick #248,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.0,4,3500000,875000.0,Rookie/Minimum,2025-06-02,2025
Mike Vrabel,HC,Coaching,Ten,NE,Head Coach Hire,8.0,8.5,0.5,0.0,,0.0,Negative,8.0,9.5,5,50000000,10000000.0,Starter,2025-06-02,2025
Josh McDaniels,OC,Coaching,LV,NE,Offensive Coordinator Hire,7.5,8.0,0.5,0.0,,0.0,Negative,5.0,8.5,4,20000000,5000000.0,Role Player,2025-06-02,2025
Terrell Williams,DC,Coaching,Ten,NE,Defensive Coordinator Hire,7.0,7.8,0.7999999999999998,0.0,,0.0,Negative,7.0,8.0,4,12000000,3000000.0,Role Player,2025-06-02,2025
Jerod Mayo,HC,Coaching,NE,FIRED,Head Coach Firing,4.0,0.0,-4.0,100.0,Workhorse,0.0,Negative,5.0,0.0,0,0,0.0,,2025-06-02,2025
Kyle Williams,WR2,Offense - Skill,DRAFT,NE,2025 Draft Pick #77,0.0,7.2,7.2,0.0,,0.0,Negative,0.0,7.8,4,6800000,1700000.0,Role Player,2025-06-02,2025
Jared Wilson,C,Offense - Line,DRAFT,NE,2025 Draft Pick #95,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,6200000,1550000.0,Role Player,2025-06-02,2025
Joshua Farmer,DT,Defense - Front,DRAFT,NE,2025 Draft Pick #137,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,5000000,1250000.0,Role Player,2025-06-02,2025
Bradyn Swinson,EDGE,Defense - Front,DRAFT,NE,2025 Draft Pick #146,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.5,4,4800000,1200000.0,Role Player,2025-06-02,2025
Andres Borregales,K,Special Teams,DRAFT,NE,2025 Draft Pick #167,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,4400000,1100000.0,Role Player,2025-06-02,2025
Kam Dewberry,OG,Other,DRAFT,NE,2025 Draft Pick #204,0.0,6.2,6.2,0.0,,0.0,Negative,0.0,6.0,4,4000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Julian Ashby,LS,Special Teams,DRAFT,NE,2025 Draft Pick #226,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Cortez Mills,CB2,Defense - Secondary,DRAFT,NE,2025 Draft Pick #240,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,5.5,4,3600000,900000.0,Rookie/Minimum,2025-06-02,2025
Ja'Whaun Bentley,LB,Defense - Second,NE,RELEASED,Release,6.0,0.0,-6.0,50.0,Rotational,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Joe Cardona,LS,Special Teams,NE,RELEASED,Release,7.0,0.0,-7.0,100.0,Workhorse,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Jacoby Brissett,QB,Offense - Skill,NE,Ari,Free Agent Loss,6.5,0.0,-6.5,40.0,Rotational,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Rayshawn Jenkins,S,Defense - Secondary,Sea,RELEASED,Release,6.5,0.0,-6.5,75.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Laken Tomlinson,G,Offense - Line,Sea,Hou,Free Agent Loss,7.0,0.0,-7.0,90.0,Workhorse,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Tre Brown,CB2,Defense - Secondary,Sea,SF,Free Agent Loss,6.8,0.0,-6.8,60.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Artie Burns,CB2,Defense - Secondary,Sea,Mia,Free Agent Loss,6.0,0.0,-6.0,45.0,Rotational,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Stone Forsythe,OT,Other,Sea,Was,Free Agent Loss,6.0,0.0,-6.0,25.0,Backup,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Pharaoh Brown,TE,Offense - Skill,Sea,Mia,Free Agent Loss,6.5,0.0,-6.5,40.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Drew Wilkins,PASS_RUSH_COORD,Other,BAL,LAR,Coaching Hire,8.0,8.2,0.1999999999999993,0.0,,0.0,Negative,7.0,8.0,2,2500000,1250000.0,Role Player,2025-06-02,2025
Alex Van Pelt,OFF_ASSISTANT,Other,NE,LAR,Coaching Hire,7.5,7.8,0.2999999999999998,0.0,,0.0,Negative,6.5,7.0,2,1800000,900000.0,Rookie/Minimum,2025-06-02,2025
Nathan Scheelhaase,PASS_GAME_COORD,Other,LAR,LAR,Promotion,7.0,7.5,0.5,0.0,,0.0,Negative,6.0,7.5,3,4500000,1500000.0,Role Player,2025-06-02,2025
2026 1st Round Pick,DRAFT_PICK,Other,Atl,LAR,Draft Trade (26th pick for 2025 2nd + 2026 1st),0.0,8.5,8.5,0.0,,0.0,Negative,8.0,9.5,0,15000000,15000000.0,Starter,2025-06-02,2025
Multiple UDFAs,DEPTH,Other,COLLEGE,LAR,UDFA Signings,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.0,3,8000000,2666666.6666666665,Role Player,2025-06-02,2025
Chris Paul Jr.,LB,Defense - Second,DRAFT,LAR,2025 Draft Pick #147,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,4500000,1125000.0,Role Player,2025-06-02,2025
Ty Hamilton,DT,Defense - Front,DRAFT,LAR,2025 Draft Pick #189,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.5,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Marcus Haynes,CB2,Defense - Secondary,DRAFT,LAR,2025 Draft Pick #220,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,3500000,875000.0,Rookie/Minimum,2025-06-02,2025
Cooper Kupp,WR1,Offense - Skill,LAR,Sea,Release/Free Agent Loss,6.8,0.0,-6.8,60.0,Starter,0.0,Negative,9.0,0.0,0,0,0.0,,2025-06-02,2025
Christian Rozeboom,LB,Defense - Second,LAR,FA,Free Agent Loss,7.0,0.0,-7.0,75.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Sione Takitaki,LB,Defense - Second,NE,RELEASED,Release,6.0,0.0,-6.0,40.0,Rotational,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Davon Godchaux,DT,Defense - Front,NE,NO,Trade,6.5,0.0,-6.5,65.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Joe Milton III,QB,Offense - Skill,NE,Dal,Trade,6.8,0.0,-6.8,15.0,Backup,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Will Campbell,LT,Offense - Line,DRAFT,NE,2025 Draft Pick #4,0.0,7.8,7.8,0.0,,0.0,Negative,0.0,9.0,4,38500000,9625000.0,Starter,2025-06-02,2025
TreVeyon Henderson,RB,Offense - Skill,DRAFT,NE,2025 Draft Pick #36,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.0,4,12800000,3200000.0,Role Player,2025-06-02,2025
Jonathan Jones,CB2,Defense - Secondary,NE,Was,Free Agent Loss,7.0,0.0,-7.0,75.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Deatrich Wise Jr.,EDGE,Defense - Front,NE,Was,Free Agent Loss,6.8,0.0,-6.8,60.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
David Andrews,C,Offense - Line,NE,RETIRED,Release/Retirement,6.5,0.0,-6.5,70.0,Starter,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Tanner Engstrand,OC,Coaching,Det,NYJ,Offensive Coordinator Hire,7.5,8.0,0.5,0.0,,0.0,Negative,7.0,8.0,4,12000000,3000000.0,Role Player,2025-06-02,2025
Steve Wilks,DC,Coaching,SF,NYJ,Defensive Coordinator Hire,7.5,7.8,0.2999999999999998,0.0,,0.0,Negative,6.5,7.5,4,10000000,2500000.0,Role Player,2025-06-02,2025
Chris Banjo,ST_COORD,Other,Car,NYJ,Special Teams Coordinator Hire,7.0,7.2,0.20000000000000018,0.0,,0.0,Negative,6.5,7.0,3,4500000,1500000.0,Role Player,2025-06-02,2025
Robert Saleh,HC,Coaching,NYJ,FIRED,Head Coach Firing,4.5,0.0,-4.5,40.0,Rotational,0.0,Negative,5.0,0.0,0,0,0.0,,2025-06-02,2025
Joe Douglas,GM,Other,NYJ,FIRED,General Manager Firing,4.0,0.0,-4.0,70.0,Starter,0.0,Negative,4.5,0.0,0,0,0.0,,2025-06-02,2025
Mason Taylor,TE,Offense - Skill,DRAFT,NYJ,2025 Draft Pick #42,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,11500000,2875000.0,Role Player,2025-06-02,2025
Azareye'h Thomas,CB2,Defense - Secondary,DRAFT,NYJ,2025 Draft Pick #73,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,7200000,1800000.0,Role Player,2025-06-02,2025
Arian Smith,WR3,Offense - Skill,DRAFT,NYJ,2025 Draft Pick #110,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.8,4,5800000,1450000.0,Role Player,2025-06-02,2025
Malachi Moore,S,Defense - Secondary,DRAFT,NYJ,2025 Draft Pick #130,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,6.8,4,5200000,1300000.0,Role Player,2025-06-02,2025
Francisco Mauigoa,LB,Defense - Second,DRAFT,NYJ,2025 Draft Pick #162,0.0,6.2,6.2,0.0,,0.0,Negative,0.0,6.0,4,4600000,1150000.0,Role Player,2025-06-02,2025
Tyler Baron,EDGE,Defense - Front,DRAFT,NYJ,2025 Draft Pick #176,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.5,4,4400000,1100000.0,Role Player,2025-06-02,2025
Aaron Glenn,HC,Coaching,Det,NYJ,Head Coach Hire,8.0,8.5,0.5,0.0,,0.0,Negative,8.0,9.5,5,40000000,8000000.0,Starter,2025-06-02,2025
Darren Mougey,GM,Other,Den,NYJ,General Manager Hire,7.5,8.0,0.5,0.0,,0.0,Negative,7.0,9.0,5,25000000,5000000.0,Role Player,2025-06-02,2025
Davante Adams,WR1,Offense - Skill,NYJ,LAR,Free Agent Loss,7.0,0.0,-7.0,80.0,Workhorse,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
D.J. Reed,CB1,Defense - Secondary,NYJ,Det,Free Agent Loss,7.5,0.0,-7.5,85.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Haason Reddick,EDGE,Defense - Front,NYJ,TB,Free Agent Loss,6.5,0.0,-6.5,60.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Javon Kinlaw,DT,Defense - Front,NYJ,Was,Free Agent Loss,6.5,0.0,-6.5,65.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
C.J. Mosley,LB,Defense - Second,NYJ,RELEASED,Post-June 1 Cut,6.8,0.0,-6.8,75.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Morgan Moses,RT,Offense - Line,NYJ,NE,Free Agent Loss,7.0,0.0,-7.0,80.0,Workhorse,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Mike Williams,WR2,Offense - Skill,NYJ,Pit,Trade,6.0,0.0,-6.0,50.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Armand Membou,RT,Offense - Line,DRAFT,NYJ,2025 Draft Pick #7,0.0,7.8,7.8,0.0,,0.0,Negative,0.0,8.5,4,35000000,8750000.0,Starter,2025-06-02,2025
Aaron Rodgers,QB,Offense - Skill,NYJ,RELEASED,Post-June 1 Cut,5.5,0.0,-5.5,100.0,Workhorse,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Chuck Pagano,DB_COACH,Other,RETIRED,Bal,Coaching Hire,0.0,8.0,8.0,0.0,,0.0,Negative,0.0,8.5,2,3000000,1500000.0,Role Player,2025-06-02,2025
Tyler Santucci,LB_COACH,Other,COLLEGE,Bal,Coaching Hire,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.0,2,1500000,750000.0,Rookie/Minimum,2025-06-02,2025
Donald D'Alesio,DB_COACH,Other,KC,Bal,Coaching Hire,8.0,8.0,0.0,0.0,,0.0,Negative,7.0,7.5,2,1800000,900000.0,Rookie/Minimum,2025-06-02,2025
Anthony Levine Sr.,ST_COACH,Other,RETIRED,Bal,Coaching Hire,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.5,2,800000,400000.0,Rookie/Minimum,2025-06-02,2025
Jay Higgins,LB,Defense - Second,COLLEGE,Bal,UDFA Signing,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,3,2700000,900000.0,Rookie/Minimum,2025-06-02,2025
Jahmal Banks,WR3,Offense - Skill,COLLEGE,Bal,UDFA Signing,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,5.5,3,2500000,833333.3333333334,Rookie/Minimum,2025-06-02,2025
Keondre Jackson,CB2,Defense - Secondary,COLLEGE,Bal,UDFA Signing,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.5,3,2400000,800000.0,Rookie/Minimum,2025-06-02,2025
Robert Longerbeam,CB2,Defense - Secondary,DRAFT,Bal,2025 Draft Pick #212,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,5.5,4,3500000,875000.0,Rookie/Minimum,2025-06-02,2025
Garrett Dellinger,G,Offense - Line,DRAFT,Bal,2025 Draft Pick #243,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,3200000,800000.0,Rookie/Minimum,2025-06-02,2025
Mike Green,EDGE,Defense - Front,DRAFT,Bal,2025 Draft Pick #59,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.5,4,9800000,2450000.0,Role Player,2025-06-02,2025
Emery Jones Jr.,OT,Other,DRAFT,Bal,2025 Draft Pick #91,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,6200000,1550000.0,Role Player,2025-06-02,2025
Teddye Buchanan,LB,Defense - Second,DRAFT,Bal,2025 Draft Pick #129,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.5,4,4800000,1200000.0,Role Player,2025-06-02,2025
Carson Vinson,OT,Other,DRAFT,Bal,2025 Draft Pick #141,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,4500000,1125000.0,Role Player,2025-06-02,2025
Bilhal Kone,CB2,Defense - Secondary,DRAFT,Bal,2025 Draft Pick #178,0.0,6.2,6.2,0.0,,0.0,Negative,0.0,6.5,4,4200000,1050000.0,Role Player,2025-06-02,2025
Tyler Loop,K,Special Teams,DRAFT,Bal,2025 Draft Pick #186,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,5.0,4,4000000,1000000.0,Rookie/Minimum,2025-06-02,2025
LaJohntay Wester,WR3,Offense - Skill,DRAFT,Bal,2025 Draft Pick #203,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.5,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Aeneas Peebles,DT,Defense - Front,DRAFT,Bal,2025 Draft Pick #210,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,3600000,900000.0,Rookie/Minimum,2025-06-02,2025
Patrick Mekari,G,Offense - Line,Bal,Jac,Free Agent Loss,7.5,0.0,-7.5,100.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Brandon Stephens,CB1,Defense - Secondary,Bal,NYJ,Free Agent Loss,5.5,0.0,-5.5,85.0,Workhorse,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Malik Harrison,LB,Defense - Second,Bal,Pit,Free Agent Loss,7.0,0.0,-7.0,38.0,Rotational,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Chris Board,LB,Defense - Second,Bal,NYG,Free Agent Loss,6.8,0.0,-6.8,20.0,Backup,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Josh Jones,OT,Other,Bal,Sea,Free Agent Loss,6.0,0.0,-6.0,25.0,Backup,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Malaki Starks,S,Defense - Secondary,DRAFT,Bal,2025 Draft Pick #27,0.0,8.0,8.0,0.0,,0.0,Negative,0.0,9.0,4,18500000,4625000.0,Role Player,2025-06-02,2025
Gerald Alexander,DB_COACH,Other,LV,Pit,Coaching Hire,6.5,7.0,0.5,0.0,,0.0,Negative,6.0,7.0,2,1200000,600000.0,Rookie/Minimum,2025-06-02,2025
George Pickens,WR2,Offense - Skill,Pit,Dal,Trade,7.0,0.0,-7.0,75.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Derrick Harmon,DT,Defense - Front,DRAFT,Pit,2025 Draft Pick #21,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.5,4,21500000,5375000.0,Starter,2025-06-02,2025
Kaleb Johnson,RB,Offense - Skill,DRAFT,Pit,2025 Draft Pick #84,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.0,4,5800000,1450000.0,Role Player,2025-06-02,2025
Jack Sawyer,OLB,Other,DRAFT,Pit,2025 Draft Pick #115,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.5,4,4700000,1175000.0,Role Player,2025-06-02,2025
Yahya Black,DT,Defense - Front,DRAFT,Pit,2025 Draft Pick #164,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.5,4,4100000,1025000.0,Role Player,2025-06-02,2025
Will Howard,QB,Offense - Skill,DRAFT,Pit,2025 Draft Pick #185,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,6.0,4,3900000,975000.0,Rookie/Minimum,2025-06-02,2025
Carson Bruener,LB,Defense - Second,DRAFT,Pit,2025 Draft Pick #217,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,5.5,4,3600000,900000.0,Rookie/Minimum,2025-06-02,2025
Donte Kent,CB2,Defense - Secondary,DRAFT,Pit,2025 Draft Pick #226,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.5,4,3500000,875000.0,Rookie/Minimum,2025-06-02,2025
Dan Moore Jr.,LT,Offense - Line,Pit,Ten,Free Agent Loss,6.8,0.0,-6.8,95.0,Workhorse,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
James Daniels,G,Offense - Line,Pit,Mia,Free Agent Loss,7.0,0.0,-7.0,90.0,Workhorse,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Najee Harris,RB,Offense - Skill,Pit,LAC,Free Agent Loss,6.5,0.0,-6.5,75.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Mykel Williams,EDGE,Defense - Front,DRAFT,SF,2025 Draft Pick #11,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,9.0,4,28500000,7125000.0,Starter,2025-06-02,2025
Alfred Collins,DT,Defense - Front,DRAFT,SF,2025 Draft Pick #43,0.0,7.2,7.2,0.0,,0.0,Negative,0.0,8.5,4,12800000,3200000.0,Role Player,2025-06-02,2025
Nick Martin,LB,Defense - Second,DRAFT,SF,2025 Draft Pick #75,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.0,4,7200000,1800000.0,Role Player,2025-06-02,2025
Upton Stout,CB1,Defense - Secondary,DRAFT,SF,2025 Draft Pick #107,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.0,4,5800000,1450000.0,Role Player,2025-06-02,2025
C.J. West,DT,Defense - Front,DRAFT,SF,2025 Draft Pick #139,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,4900000,1225000.0,Role Player,2025-06-02,2025
Leonard Floyd,EDGE,Defense - Front,SF,FA,Free Agent Loss,7.5,0.0,-7.5,65.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Dre Greenlaw,LB,Defense - Second,SF,Den,Free Agent Loss,8.0,0.0,-8.0,45.0,Rotational,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Charvarius Ward,CB1,Defense - Secondary,SF,Ind,Free Agent Loss,7.8,0.0,-7.8,85.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Talanoa Hufanga,S,Defense - Secondary,SF,Den,Free Agent Loss,6.5,0.0,-6.5,35.0,Rotational,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Maliek Collins,DT,Defense - Front,SF,Cle,Free Agent Loss,7.0,0.0,-7.0,55.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Aaron Banks,G,Offense - Line,SF,GB,Free Agent Loss,7.2,0.0,-7.2,90.0,Workhorse,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Mason Richman,OT,Other,DRAFT,Sea,2025 Draft Pick #234,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,6.0,4,3400000,850000.0,Rookie/Minimum,2025-06-02,2025
Ricky White III,WR3,Offense - Skill,DRAFT,Sea,2025 Draft Pick #238,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,6.0,4,3300000,825000.0,Rookie/Minimum,2025-06-02,2025
Grey Zabel,G,Offense - Line,DRAFT,Sea,2025 Draft Pick #18,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,9.0,4,22500000,5625000.0,Starter,2025-06-02,2025
Nick Emmanwori,S,Defense - Secondary,DRAFT,Sea,2025 Draft Pick #35 (traded up),0.0,7.8,7.8,0.0,,0.0,Negative,0.0,8.5,4,14200000,3550000.0,Role Player,2025-06-02,2025
Elijah Arroyo,TE,Offense - Skill,DRAFT,Sea,2025 Draft Pick #50,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,10800000,2700000.0,Role Player,2025-06-02,2025
Jalen Milroe,QB,Offense - Skill,DRAFT,Sea,2025 Draft Pick #92 (from Geno trade),0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,6500000,1625000.0,Role Player,2025-06-02,2025
Tory Horton,WR3,Offense - Skill,DRAFT,Sea,2025 Draft Pick #166,0.0,6.2,6.2,0.0,,0.0,Negative,0.0,6.5,4,4300000,1075000.0,Role Player,2025-06-02,2025
Robbie Ouzts,FB,Other,DRAFT,Sea,2025 Draft Pick #175,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,7.0,4,4100000,1025000.0,Role Player,2025-06-02,2025
Bryce Cabeldue,OT,Other,DRAFT,Sea,2025 Draft Pick #192,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.5,4,3900000,975000.0,Rookie/Minimum,2025-06-02,2025
Damien Martinez,RB,Offense - Skill,DRAFT,Sea,2025 Draft Pick #223,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.5,4,3500000,875000.0,Rookie/Minimum,2025-06-02,2025
Donte Jackson,CB2,Defense - Secondary,Pit,LAC,Free Agent Loss,6.8,0.0,-6.8,70.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Larry Ogunjobi,DT,Defense - Front,Pit,Buf,Release/Free Agent Loss,6.5,0.0,-6.5,65.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Van Jefferson,WR3,Offense - Skill,Pit,Ten,Free Agent Loss,5.8,0.0,-5.8,40.0,Rotational,0.0,Negative,5.0,0.0,0,0,0.0,,2025-06-02,2025
Mike Williams,WR2,Offense - Skill,Pit,NYJ,Free Agent Loss,6.0,0.0,-6.0,50.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Justin Fields,QB,Offense - Skill,Pit,NYJ,Free Agent Loss,7.5,0.0,-7.5,60.0,Starter,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Russell Wilson,QB,Offense - Skill,Pit,NYG,Free Agent Loss,7.2,0.0,-7.2,70.0,Starter,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Tommy Rees,OC,Coaching,INTERNAL,Cle,Promotion,6.5,7.0,0.5,0.0,,0.0,Negative,6.5,8.0,3,3600000,1200000.0,Role Player,2025-06-02,2025
Mike Bloomgren,OL_COACH,Other,COLLEGE,Cle,Coaching Hire,6.0,6.8,0.7999999999999998,0.0,,0.0,Negative,0.0,7.5,2,1200000,600000.0,Rookie/Minimum,2025-06-02,2025
Zack Martin,G,Offense - Line,Cle,RETIRED,Retirement,6.5,0.0,-6.5,60.0,Starter,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Sam Hubbard,EDGE,Defense - Front,Cin,RETIRED,Retirement,7.0,0.0,-7.0,65.0,Starter,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Mason Graham,DT,Defense - Front,DRAFT,Cle,2025 Draft Pick #5,0.0,7.8,7.8,0.0,,0.0,Negative,0.0,9.0,4,42000000,10500000.0,Starter,2025-06-02,2025
Carson Schwesinger,LB,Defense - Second,DRAFT,Cle,2025 Draft Pick #33,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.0,4,12500000,3125000.0,Role Player,2025-06-02,2025
Quinshon Judkins,RB,Offense - Skill,DRAFT,Cle,2025 Draft Pick #36,0.0,7.2,7.2,0.0,,0.0,Negative,0.0,8.5,4,11800000,2950000.0,Role Player,2025-06-02,2025
Harold Fannin Jr.,TE,Offense - Skill,DRAFT,Cle,2025 Draft Pick #67,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.5,4,5200000,1300000.0,Role Player,2025-06-02,2025
Dillon Gabriel,QB,Offense - Skill,DRAFT,Cle,2025 Draft Pick #94,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,4800000,1200000.0,Role Player,2025-06-02,2025
Dylan Sampson,RB,Offense - Skill,DRAFT,Cle,2025 Draft Pick #126,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,4200000,1050000.0,Role Player,2025-06-02,2025
Shedeur Sanders,QB,Offense - Skill,DRAFT,Cle,2025 Draft Pick #144,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.0,4,4100000,1025000.0,Role Player,2025-06-02,2025
